temperature,current,voltage,vibration,label
62.02,6.78,204.03,0.37,0.0
58.96,8.68,211.55,0.38,0.0
68.78,9.38,212.12,0.33,0.0
61.49,8.01,195.65,0.43,0.0
68.54,8.62,212.14,0.15,0.0
64.89,8.56,210.14,0.44,0.0
63.14,8.04,210.47,0.23,0.0
68.62,7.43,208.02,0.34,0.0
69.55,8.18,197.32,0.27,0.0
60.11,7.83,197.34,0.34,0.0
68.16,7.99,201.47,0.29,0.0
61.65,8.24,206.53,0.33,0.0
58.82,9.88,196.77,0.34,0.0
60.45,9.03,199.11,0.39,0.0
64.53,8.36,206.7,0.38,0.0
62.17,7.4,222.86,0.29,0.0
67.94,8.25,194.76,0.35,0.0
72.16,9.21,205.01,0.29,0.0
64.68,9.54,203.78,0.25,0.0
69.74,9.99,200.37,0.24,0.0
64.99,7.15,209.47,0.32,0.0
59.21,8.54,199.29,0.44,0.0
63.34,7.36,214.4,0.21,0.0
60.86,7.4,190.66,0.31,0.0
65.66,8.41,205.28,0.29,0.0
62.87,9.3,194.84,0.23,0.0
69.87,8.91,201.57,0.38,0.0
65.85,7.19,198.31,0.36,0.0
72.02,9.11,209.6,0.4,0.0
67.47,8.55,213.54,0.45,0.0
72.91,8.41,197.32,0.36,0.0
61.11,8.25,203.47,0.26,0.0
64.7,8.68,208.18,0.26,0.0
64.15,7.63,203.51,0.28,0.0
106.07,15.03,160.64,0.76,1.0
64.21,8.28,207.39,0.31,0.0
68.05,7.97,202.02,0.42,0.0
67.91,8.07,206.77,0.3,0.0
63.57,8.71,196.78,0.23,0.0
67.35,8.44,205.68,0.18,0.0
59.96,9.14,201.56,0.23,0.0
66.85,8.85,202.48,0.26,0.0
67.69,8.21,205.39,0.23,0.0
73.47,8.35,202.43,0.36,0.0
69.13,9.27,207.51,0.32,0.0
65.66,6.79,211.19,0.28,0.0
62.98,8.09,204.19,0.29,0.0
61.11,10.01,207.4,0.21,0.0
61.49,10.04,204.49,0.28,0.0
60.28,9.08,195.87,0.29,0.0
65.19,8.33,208.42,0.28,0.0
69.46,6.43,203.95,0.34,0.0
63.22,8.82,191.58,0.29,0.0
68.28,9.11,207.29,0.15,0.0
69.02,8.51,202.61,0.41,0.0
76.76,6.49,194.92,0.4,0.0
106.89,16.34,186.87,0.93,1.0
68.38,9.61,201.73,0.18,0.0
64.97,8.81,201.56,0.25,0.0
59.76,9.08,196.57,0.29,0.0
66.34,7.81,208.33,0.28,0.0
62.95,8.9,195.64,0.28,0.0
64.22,8.38,204.83,0.28,0.0
65.56,8.35,202.88,0.35,0.0
63.96,8.69,200.07,0.37,0.0
72.2,7.91,204.4,0.23,0.0
68.71,8.45,187.73,0.35,0.0
69.25,8.87,204.46,0.31,0.0
66.41,6.75,225.27,0.26,0.0
63.58,9.45,201.37,0.29,0.0
111.78,20.41,186.51,0.9,1.0
64.06,9.04,203.1,0.26,0.0
65.05,8.58,194.02,0.41,0.0
67.53,8.86,195.96,0.29,0.0
68.34,8.15,198.32,0.36,0.0
66.84,7.4,189.77,0.32,0.0
65.75,7.44,197.19,0.19,0.0
65.76,6.78,196.78,0.23,0.0
71.38,8.84,200.57,0.37,0.0
69.57,7.13,194.73,0.25,0.0
65.89,8.88,209.01,0.24,0.0
65.66,7.69,190.72,0.4,0.0
57.64,9.88,194.09,0.36,0.0
76.75,8.56,203.33,0.38,0.0
67.26,8.93,193.86,0.28,0.0
60.34,10.93,200.83,0.29,0.0
76.26,8.69,196.15,0.34,0.0
104.75,21.13,268.59,0.89,1.0
66.8,8.47,200.37,0.25,0.0
60.43,7.63,205.19,0.34,0.0
103.47,20.18,185.32,0.9,1.0
66.7,7.81,191.49,0.21,0.0
63.74,7.53,204.06,0.41,0.0
67.55,8.25,199.38,0.33,0.0
70.68,8.94,207.26,0.34,0.0
109.46,14.21,195.27,0.9,1.0
63.28,8.77,203.77,0.42,0.0
65.05,8.2,199.8,0.3,0.0
64.68,8.82,204.51,0.42,0.0
66.02,8.24,202.13,0.24,0.0
58.86,8.45,206.98,0.35,0.0
68.08,8.69,196.3,0.32,0.0
61.48,10.37,211.13,0.35,0.0
67.41,9.35,201.33,0.28,0.0
108.71,19.59,156.34,0.91,1.0
101.82,14.08,184.14,0.96,1.0
66.06,9.45,197.76,0.32,0.0
64.52,6.99,208.84,0.27,0.0
67.54,8.87,197.07,0.36,0.0
62.73,7.21,185.22,0.3,0.0
72.39,8.08,209.17,0.23,0.0
67.94,9.42,214.8,0.31,0.0
66.03,9.25,213.27,0.26,0.0
75.6,8.62,207.13,0.29,0.0
64.29,10.65,198.95,0.31,0.0
100.07,19.21,249.66,0.8,1.0
63.09,9.44,199.44,0.32,0.0
67.29,8.77,186.0,0.37,0.0
62.63,9.09,201.27,0.39,0.0
63.87,7.38,197.59,0.32,0.0
66.71,9.76,206.07,0.24,0.0
65.13,6.68,211.03,0.29,0.0
71.34,7.43,214.78,0.28,0.0
59.13,9.16,201.98,0.31,0.0
69.9,7.59,194.88,0.31,0.0
62.89,8.98,199.24,0.3,0.0
69.51,7.5,196.7,0.31,0.0
99.37,20.61,172.07,0.84,1.0
105.11,18.5,157.43,0.86,1.0
57.25,9.33,202.51,0.31,0.0
62.68,8.47,198.29,0.37,0.0
100.96,16.67,206.1,0.88,1.0
106.03,13.41,192.81,0.86,1.0
61.37,8.83,212.81,0.31,0.0
73.32,5.57,211.43,0.34,0.0
64.42,7.96,214.44,0.28,0.0
64.82,8.87,202.46,0.24,0.0
62.85,7.29,207.26,0.29,0.0
64.91,7.39,203.25,0.38,0.0
63.11,10.06,205.36,0.34,0.0
81.32,9.79,203.35,0.23,0.0
103.85,14.51,191.04,0.89,1.0
63.13,8.5,207.32,0.27,0.0
60.53,8.62,198.94,0.42,0.0
104.79,15.41,189.33,0.83,1.0
63.53,8.74,196.42,0.25,0.0
61.87,7.16,202.47,0.35,0.0
108.82,18.69,224.19,1.0,1.0
110.4,14.98,174.89,0.85,1.0
68.55,6.92,195.85,0.39,0.0
70.21,8.21,200.83,0.23,0.0
61.05,7.71,206.41,0.31,0.0
69.72,7.52,195.27,0.22,0.0
58.68,7.98,210.05,0.36,0.0
57.94,8.99,198.81,0.37,0.0
60.07,9.11,208.68,0.33,0.0
59.37,8.45,195.46,0.3,0.0
71.71,8.32,193.82,0.28,0.0
71.32,8.85,203.86,0.4,0.0
70.27,7.52,207.98,0.47,0.0
61.38,8.76,194.68,0.4,0.0
69.75,9.05,197.99,0.43,0.0
64.37,7.78,206.54,0.33,0.0
65.85,7.93,204.66,0.28,0.0
68.0,8.62,198.02,0.2,0.0
66.69,6.84,216.53,0.35,0.0
67.29,7.48,198.97,0.42,0.0
69.34,7.38,206.95,0.27,0.0
69.0,9.79,191.03,0.38,0.0
73.28,8.57,202.32,0.26,0.0
62.71,8.84,203.48,0.25,0.0
69.77,7.65,208.05,0.25,0.0
102.38,16.46,221.98,0.82,1.0
71.61,8.9,202.74,0.38,0.0
68.39,8.32,207.09,0.41,0.0
59.12,7.59,197.47,0.25,0.0
60.2,7.75,209.36,0.28,0.0
62.48,8.52,207.02,0.27,0.0
71.19,8.16,194.32,0.37,0.0
61.92,9.05,196.68,0.22,0.0
66.85,8.12,203.18,0.35,0.0
60.08,7.57,201.84,0.27,0.0
61.76,7.14,191.83,0.23,0.0
67.82,8.72,206.96,0.34,0.0
73.92,7.96,212.96,0.29,0.0
63.06,8.17,202.89,0.14,0.0
98.86,16.92,207.79,0.78,1.0
69.85,8.63,208.44,0.33,0.0
70.47,7.73,200.13,0.3,0.0
61.28,8.96,197.53,0.26,0.0
63.56,5.74,196.14,0.22,0.0
104.48,16.27,189.43,0.85,1.0
64.58,8.37,206.08,0.23,0.0
68.83,9.31,193.54,0.36,0.0
68.13,8.91,197.87,0.45,0.0
68.27,8.3,205.58,0.33,0.0
58.39,8.96,206.59,0.3,0.0
60.48,7.67,203.35,0.4,0.0
68.6,7.39,211.88,0.26,0.0
71.68,8.07,206.19,0.4,0.0
60.83,8.34,208.89,0.21,0.0
72.31,9.05,192.99,0.29,0.0
61.16,9.74,193.45,0.3,0.0
65.98,8.25,209.16,0.34,0.0
70.16,8.69,205.04,0.2,0.0
65.16,8.56,206.06,0.42,0.0
71.49,8.29,209.35,0.14,0.0
58.37,8.1,185.6,0.36,0.0
112.57,17.17,240.92,0.77,1.0
65.57,8.56,216.38,0.3,0.0
62.62,8.0,204.75,0.33,0.0
64.28,6.91,204.42,0.32,0.0
69.23,9.74,196.26,0.31,0.0
64.41,7.28,194.9,0.18,0.0
72.45,8.83,209.05,0.33,0.0
65.01,9.43,203.56,0.24,0.0
57.22,8.94,192.64,0.15,0.0
72.17,7.71,209.89,0.42,0.0
67.58,8.97,195.87,0.37,0.0
70.2,8.72,203.38,0.27,0.0
71.33,7.29,207.91,0.33,0.0
67.26,7.79,205.61,0.31,0.0
68.22,7.85,209.14,0.23,0.0
59.36,7.6,192.51,0.3,0.0
74.13,8.06,211.91,0.29,0.0
65.01,8.16,207.89,0.28,0.0
64.61,7.94,189.69,0.31,0.0
65.14,8.0,199.04,0.33,0.0
64.03,7.35,201.99,0.36,0.0
64.58,9.11,199.28,0.31,0.0
65.59,9.11,199.13,0.15,0.0
67.02,8.41,201.17,0.31,0.0
63.21,9.56,203.6,0.45,0.0
64.64,8.07,205.22,0.46,0.0
69.81,9.3,190.74,0.33,0.0
63.82,8.75,194.44,0.36,0.0
67.91,6.26,196.35,0.33,0.0
60.14,8.37,208.18,0.38,0.0
57.5,8.05,205.87,0.31,0.0
68.69,7.27,201.74,0.27,0.0
67.8,9.48,197.29,0.3,0.0
64.61,7.17,205.37,0.37,0.0
104.11,18.67,209.84,0.86,1.0
73.11,8.57,203.83,0.24,0.0
68.36,7.57,204.93,0.37,0.0
63.43,8.5,198.65,0.33,0.0
62.88,7.91,197.81,0.35,0.0
58.86,7.65,194.83,0.24,0.0
64.65,8.18,205.56,0.34,0.0
65.51,8.84,199.78,0.28,0.0
54.55,8.35,203.93,0.24,0.0
104.87,17.19,134.65,0.83,1.0
63.33,9.04,206.31,0.36,0.0
72.66,9.41,209.19,0.37,0.0
71.62,7.59,204.25,0.27,0.0
68.44,7.77,199.25,0.28,0.0
60.73,7.63,211.07,0.16,0.0
55.58,9.06,205.81,0.24,0.0
60.89,9.14,210.15,0.26,0.0
66.7,10.36,205.15,0.4,0.0
66.1,7.69,201.71,0.39,0.0
64.5,9.09,201.71,0.31,0.0
60.58,8.28,200.47,0.29,0.0
70.21,8.05,197.59,0.23,0.0
62.9,7.75,212.72,0.33,0.0
67.13,9.61,192.11,0.35,0.0
66.15,9.22,210.51,0.3,0.0
63.64,8.26,210.92,0.25,0.0
66.03,9.1,212.35,0.25,0.0
70.38,7.8,194.84,0.27,0.0
65.83,7.15,197.18,0.29,0.0
103.69,17.63,151.31,0.86,1.0
64.2,6.91,196.4,0.37,0.0
62.68,7.21,200.05,0.22,0.0
64.79,8.47,200.26,0.33,0.0
60.53,8.31,202.53,0.37,0.0
64.7,9.49,200.34,0.31,0.0
64.39,7.95,197.22,0.3,0.0
69.16,8.29,206.73,0.34,0.0
73.69,7.83,199.24,0.38,0.0
61.48,8.47,205.65,0.33,0.0
64.72,7.47,193.68,0.24,0.0
69.88,8.04,211.97,0.43,0.0
71.66,8.92,195.89,0.32,0.0
59.86,9.36,196.92,0.39,0.0
67.29,9.36,203.73,0.22,0.0
59.23,7.37,203.47,0.3,0.0
68.04,9.24,216.37,0.25,0.0
69.68,10.88,206.74,0.22,0.0
66.18,8.6,209.81,0.33,0.0
61.47,8.17,204.76,0.21,0.0
71.8,7.63,208.52,0.26,0.0
69.35,9.91,198.42,0.34,0.0
68.81,8.27,214.16,0.38,0.0
70.36,7.92,197.12,0.32,0.0
68.69,8.6,190.38,0.27,0.0
75.51,8.11,199.66,0.33,0.0
63.34,9.29,203.1,0.39,0.0
67.6,8.34,206.96,0.37,0.0
62.26,7.98,206.27,0.28,0.0
66.42,7.99,211.47,0.35,0.0
71.24,9.01,207.94,0.24,0.0
64.49,7.57,206.28,0.32,0.0
66.87,7.8,205.07,0.35,0.0
62.65,7.79,202.39,0.35,0.0
70.44,8.6,213.5,0.2,0.0
58.7,7.9,204.27,0.35,0.0
106.93,20.45,195.84,0.83,1.0
62.19,7.99,208.12,0.34,0.0
70.69,9.61,204.38,0.21,0.0
69.98,8.23,201.87,0.38,0.0
60.63,7.03,204.04,0.36,0.0
69.92,8.52,194.6,0.32,0.0
66.42,8.72,219.91,0.26,0.0
64.32,8.45,198.67,0.32,0.0
59.54,7.84,194.43,0.32,0.0
66.71,9.32,205.89,0.33,0.0
65.08,9.31,204.54,0.34,0.0
60.87,7.26,204.39,0.36,0.0
70.34,8.96,204.32,0.31,0.0
71.7,8.22,205.97,0.25,0.0
62.36,9.5,204.69,0.36,0.0
66.58,9.6,206.14,0.16,0.0
63.07,8.16,212.34,0.39,0.0
103.02,16.91,136.35,0.89,1.0
60.5,6.96,216.8,0.22,0.0
67.24,8.46,200.78,0.2,0.0
68.58,6.5,215.41,0.38,0.0
106.56,19.26,179.91,0.98,1.0
108.26,16.54,164.02,0.86,1.0
61.55,8.23,197.74,0.32,0.0
66.86,7.6,211.97,0.29,0.0
62.23,8.44,198.25,0.28,0.0
70.48,8.81,205.54,0.33,0.0
102.81,21.82,166.34,0.84,1.0
63.92,5.89,207.66,0.37,0.0
63.85,8.47,194.22,0.31,0.0
63.76,9.17,197.41,0.28,0.0
62.43,9.53,198.9,0.3,0.0
68.57,6.36,201.34,0.34,0.0
59.07,8.31,209.59,0.39,0.0
108.24,18.19,203.79,0.84,1.0
65.22,7.65,196.3,0.27,0.0
69.2,9.76,200.6,0.34,0.0
64.24,8.99,204.09,0.34,0.0
69.7,6.71,206.68,0.38,0.0
66.0,8.87,199.24,0.21,0.0
58.79,8.05,207.66,0.28,0.0
54.18,8.59,214.8,0.24,0.0
65.16,8.26,200.42,0.35,0.0
56.03,8.46,209.62,0.17,0.0
67.21,7.64,200.38,0.18,0.0
66.21,8.23,199.45,0.35,0.0
64.93,8.48,203.15,0.29,0.0
69.84,8.33,193.86,0.34,0.0
59.18,8.3,209.38,0.44,0.0
67.85,7.42,204.34,0.37,0.0
62.47,8.55,211.45,0.23,0.0
64.05,8.06,200.66,0.23,0.0
65.07,8.02,206.43,0.35,0.0
65.55,8.07,201.86,0.34,0.0
67.86,8.04,196.59,0.32,0.0
55.25,8.17,201.96,0.28,0.0
65.04,9.39,210.02,0.31,0.0
69.92,7.98,206.49,0.36,0.0
65.24,7.86,207.31,0.3,0.0
67.7,8.28,192.01,0.41,0.0
74.68,8.0,206.73,0.42,0.0
107.22,15.95,175.73,0.92,1.0
70.98,7.06,207.25,0.28,0.0
63.41,7.77,214.55,0.13,0.0
69.15,8.11,207.99,0.29,0.0
69.82,8.71,210.9,0.3,0.0
65.91,7.65,206.47,0.27,0.0
62.39,7.07,194.58,0.23,0.0
105.41,17.05,199.32,0.85,1.0
64.92,7.9,204.11,0.31,0.0
74.97,9.29,201.49,0.37,0.0
107.62,21.8,195.3,0.83,1.0
63.79,9.48,192.48,0.33,0.0
60.65,8.62,203.29,0.27,0.0
64.06,10.09,198.65,0.21,0.0
64.18,8.74,210.43,0.3,0.0
60.39,8.72,211.25,0.41,0.0
62.33,8.46,205.68,0.31,0.0
65.14,7.52,203.21,0.35,0.0
68.88,8.56,204.67,0.27,0.0
69.87,10.17,211.8,0.37,0.0
65.34,8.24,210.81,0.31,0.0
70.23,8.67,208.47,0.29,0.0
68.35,8.94,207.96,0.29,0.0
56.65,7.57,197.91,0.22,0.0
68.0,8.73,207.26,0.38,0.0
60.64,7.74,205.07,0.28,0.0
111.96,14.38,201.24,0.98,1.0
63.79,7.23,208.41,0.27,0.0
67.54,8.88,207.76,0.35,0.0
61.04,8.44,201.5,0.28,0.0
64.87,7.86,193.72,0.31,0.0
61.13,8.12,203.94,0.28,0.0
68.72,8.35,200.66,0.23,0.0
70.83,7.46,202.69,0.34,0.0
74.08,8.09,196.55,0.43,0.0
65.64,8.0,205.45,0.16,0.0
66.06,6.69,202.95,0.23,0.0
66.83,9.14,206.49,0.28,0.0
67.18,8.53,213.9,0.26,0.0
107.8,16.89,168.35,0.95,1.0
65.5,7.1,211.93,0.35,0.0
71.7,7.69,204.76,0.34,0.0
68.04,9.73,201.11,0.29,0.0
107.84,16.56,206.83,0.92,1.0
62.44,7.37,191.36,0.33,0.0
61.36,7.28,200.94,0.37,0.0
62.82,8.22,206.18,0.11,0.0
61.05,9.37,197.24,0.24,0.0
63.75,8.82,202.86,0.29,0.0
70.23,9.13,194.7,0.34,0.0
71.89,7.46,194.24,0.39,0.0
71.0,8.03,199.04,0.34,0.0
63.23,6.72,202.92,0.32,0.0
71.87,9.57,199.69,0.35,0.0
72.88,10.76,211.36,0.27,0.0
103.52,16.44,175.92,0.85,1.0
66.96,8.25,203.54,0.33,0.0
63.5,7.66,207.51,0.4,0.0
101.13,20.57,150.15,0.91,1.0
106.06,16.72,180.32,0.87,1.0
62.1,8.84,210.41,0.26,0.0
69.19,8.04,203.9,0.38,0.0
56.6,6.69,196.92,0.41,0.0
66.71,9.95,195.79,0.33,0.0
67.24,7.65,195.27,0.29,0.0
65.62,8.74,203.34,0.3,0.0
102.56,16.82,246.49,0.87,1.0
71.84,9.36,210.68,0.26,0.0
64.35,10.69,196.21,0.25,0.0
67.55,8.7,208.23,0.24,0.0
64.77,8.04,218.9,0.39,0.0
68.88,8.87,192.1,0.31,0.0
65.49,8.54,203.46,0.44,0.0
71.25,8.17,210.7,0.44,0.0
64.5,9.57,194.69,0.45,0.0
60.0,8.37,203.36,0.2,0.0
59.65,10.05,197.89,0.38,0.0
69.23,8.74,203.3,0.31,0.0
61.45,8.54,216.28,0.27,0.0
66.81,9.35,203.87,0.28,0.0
67.25,8.45,193.61,0.37,0.0
107.23,18.35,214.51,0.84,1.0
73.02,9.11,206.05,0.39,0.0
65.02,8.41,200.69,0.25,0.0
57.63,8.18,201.31,0.41,0.0
63.64,9.45,210.39,0.23,0.0
63.64,7.11,198.6,0.42,0.0
69.83,7.79,200.72,0.25,0.0
67.04,7.43,205.77,0.24,0.0
74.9,7.65,205.46,0.28,0.0
63.26,8.74,201.37,0.37,0.0
67.17,7.63,206.36,0.36,0.0
67.87,7.52,198.0,0.14,0.0
63.24,8.92,208.8,0.3,0.0
66.35,7.08,196.71,0.31,0.0
101.16,18.38,183.51,0.87,1.0
65.77,8.7,200.8,0.37,0.0
67.06,8.2,205.05,0.41,0.0
103.06,17.72,209.25,0.85,1.0
105.71,17.46,195.63,0.88,1.0
67.82,8.61,207.61,0.41,0.0
66.81,9.07,191.5,0.3,0.0
66.02,9.03,203.97,0.34,0.0
59.74,8.76,199.57,0.39,0.0
70.15,7.85,198.46,0.19,0.0
60.21,7.19,193.59,0.22,0.0
101.41,15.63,171.35,0.97,1.0
74.19,8.45,211.66,0.37,0.0
62.97,8.16,195.44,0.42,0.0
63.97,6.73,195.15,0.32,0.0
70.04,7.16,206.11,0.26,0.0
72.22,9.29,208.56,0.29,0.0
69.42,9.42,207.16,0.29,0.0
71.47,7.12,205.13,0.41,0.0
73.6,7.26,211.3,0.24,0.0
56.11,9.46,201.59,0.17,0.0
100.06,20.36,115.25,0.94,1.0
61.8,8.22,205.38,0.29,0.0
98.88,19.07,200.49,0.91,1.0
63.21,8.55,214.13,0.36,0.0
62.09,9.57,195.94,0.23,0.0
68.52,7.08,193.96,0.38,0.0
61.48,7.7,194.92,0.47,0.0
64.28,9.73,202.06,0.28,0.0
69.47,8.54,198.88,0.27,0.0
77.78,7.64,206.51,0.44,0.0
73.07,7.89,204.47,0.32,0.0
64.86,9.05,208.3,0.4,0.0
65.93,8.98,202.1,0.35,0.0
68.82,7.66,195.39,0.34,0.0
62.38,7.63,197.55,0.32,0.0
58.55,8.08,203.74,0.45,0.0
75.13,9.45,205.58,0.33,0.0
68.72,7.05,209.27,0.37,0.0
101.89,18.69,202.36,0.94,1.0
61.17,7.35,196.27,0.35,0.0
108.14,15.03,183.64,0.77,1.0
65.8,8.61,198.24,0.4,0.0
59.11,8.74,202.29,0.3,0.0
65.51,9.25,195.77,0.28,0.0
72.9,7.33,212.2,0.25,0.0
62.77,8.37,201.87,0.3,0.0
70.63,6.8,209.38,0.31,0.0
63.59,7.78,200.28,0.45,0.0
70.76,9.24,197.99,0.16,0.0
68.43,7.94,199.29,0.3,0.0
76.33,8.73,195.72,0.35,0.0
58.72,7.65,212.01,0.27,0.0
62.33,8.64,206.54,0.33,0.0
63.48,8.68,185.48,0.27,0.0
64.49,8.81,200.01,0.31,0.0
68.87,8.25,188.9,0.29,0.0
64.82,8.28,210.04,0.23,0.0
99.55,23.44,215.8,0.85,1.0
64.71,6.19,207.56,0.4,0.0
62.63,10.05,213.88,0.35,0.0
66.6,8.29,201.0,0.31,0.0
63.82,7.41,207.67,0.27,0.0
57.47,9.37,206.97,0.34,0.0
66.76,9.13,196.84,0.4,0.0
68.43,7.01,207.43,0.29,0.0
64.41,9.02,188.89,0.38,0.0
109.33,19.27,167.07,0.86,1.0
67.75,6.19,205.95,0.31,0.0
60.66,8.83,204.03,0.28,0.0
68.33,8.75,193.07,0.24,0.0
72.08,8.42,199.61,0.2,0.0
59.5,9.27,194.54,0.34,0.0
68.79,8.89,200.57,0.25,0.0
63.67,7.21,209.87,0.23,0.0
109.47,13.1,182.58,0.86,1.0
68.52,8.66,206.69,0.29,0.0
66.42,6.73,201.1,0.25,0.0
62.0,8.32,199.83,0.43,0.0
70.28,8.86,208.33,0.39,0.0
67.66,6.23,198.23,0.35,0.0
68.3,7.97,198.31,0.17,0.0
66.83,8.96,210.24,0.21,0.0
66.15,8.26,204.74,0.36,0.0
67.46,8.04,198.88,0.28,0.0
58.02,6.55,195.72,0.34,0.0
71.7,8.27,215.64,0.26,0.0
67.89,7.99,200.43,0.3,0.0
64.46,8.68,207.49,0.21,0.0
64.39,9.07,212.95,0.26,0.0
109.87,16.71,194.52,0.86,1.0
65.36,7.93,206.8,0.31,0.0
60.09,8.18,196.62,0.34,0.0
63.55,9.52,194.69,0.37,0.0
65.04,8.24,205.67,0.11,0.0
73.81,8.38,200.74,0.31,0.0
75.16,7.09,199.75,0.33,0.0
56.77,8.2,195.89,0.32,0.0
107.04,19.22,206.05,0.87,1.0
68.44,8.69,206.95,0.33,0.0
70.61,8.99,204.1,0.37,0.0
58.16,7.44,203.69,0.35,0.0
57.4,8.21,196.83,0.29,0.0
70.66,8.35,201.04,0.34,0.0
66.02,7.75,195.08,0.29,0.0
66.77,7.95,187.96,0.26,0.0
61.99,9.1,197.21,0.32,0.0
72.34,7.56,204.87,0.21,0.0
59.16,8.05,206.74,0.42,0.0
108.55,13.65,216.62,0.99,1.0
104.54,19.86,207.14,0.93,1.0
63.29,7.42,190.77,0.34,0.0
72.75,8.15,192.19,0.27,0.0
68.0,10.52,201.14,0.44,0.0
60.47,8.7,195.99,0.22,0.0
64.99,7.29,194.24,0.28,0.0
63.4,7.99,207.73,0.41,0.0
59.88,7.65,202.35,0.26,0.0
61.74,8.17,202.0,0.31,0.0
60.64,7.97,201.68,0.36,0.0
103.62,17.57,228.65,0.95,1.0
72.95,9.29,206.89,0.32,0.0
68.06,8.97,210.66,0.37,0.0
104.59,17.82,228.01,0.92,1.0
73.17,7.34,189.56,0.27,0.0
101.39,19.89,197.17,0.84,1.0
66.04,8.32,196.93,0.43,0.0
69.63,7.66,204.53,0.32,0.0
64.41,9.13,205.64,0.26,0.0
62.34,9.27,203.76,0.3,0.0
70.63,8.23,219.25,0.25,0.0
58.33,7.42,195.16,0.21,0.0
69.28,8.21,188.76,0.3,0.0
68.58,7.8,210.41,0.27,0.0
71.47,8.61,202.89,0.39,0.0
59.62,8.57,204.15,0.32,0.0
67.67,8.16,212.03,0.28,0.0
65.44,8.47,211.75,0.29,0.0
63.56,9.43,189.14,0.24,0.0
69.95,7.55,204.22,0.3,0.0
64.07,9.77,198.46,0.3,0.0
64.54,9.91,198.78,0.23,0.0
65.29,10.22,207.9,0.27,0.0
103.86,18.31,149.83,0.99,1.0
72.59,6.99,192.98,0.36,0.0
67.54,6.71,206.69,0.29,0.0
71.07,7.53,205.91,0.31,0.0
62.33,8.62,199.06,0.18,0.0
66.82,9.77,199.04,0.24,0.0
70.75,7.74,206.07,0.33,0.0
69.96,8.37,203.95,0.31,0.0
57.06,8.08,209.0,0.2,0.0
63.07,7.77,206.3,0.28,0.0
63.33,7.42,211.76,0.45,0.0
67.81,8.59,210.25,0.29,0.0
63.31,7.69,209.49,0.27,0.0
66.23,5.87,198.25,0.35,0.0
62.07,8.99,202.0,0.3,0.0
71.57,7.14,207.73,0.3,0.0
63.19,8.32,197.6,0.32,0.0
70.0,9.7,207.34,0.31,0.0
106.14,20.9,166.59,0.86,1.0
61.17,8.79,201.03,0.23,0.0
66.02,6.43,210.47,0.37,0.0
67.59,7.94,197.9,0.27,0.0
61.45,7.51,200.19,0.21,0.0
62.81,6.97,205.25,0.33,0.0
68.61,8.39,211.48,0.26,0.0
62.83,7.38,191.38,0.35,0.0
63.93,9.21,207.16,0.41,0.0
58.74,7.35,200.16,0.18,0.0
66.97,6.88,204.69,0.14,0.0
68.45,8.46,202.73,0.36,0.0
64.07,8.18,208.06,0.39,0.0
68.06,8.66,201.47,0.31,0.0
65.49,7.46,200.03,0.21,0.0
69.45,8.05,196.43,0.39,0.0
63.1,7.68,199.89,0.42,0.0
60.05,8.01,200.61,0.3,0.0
102.7,19.34,196.18,0.87,1.0
61.67,8.56,196.99,0.24,0.0
64.18,6.73,206.44,0.24,0.0
72.74,8.37,202.89,0.23,0.0
71.51,8.85,199.3,0.34,0.0
73.86,8.18,194.3,0.32,0.0
56.27,9.27,210.74,0.33,0.0
67.46,8.51,199.23,0.38,0.0
65.44,9.32,197.88,0.19,0.0
66.98,7.76,212.41,0.32,0.0
60.8,7.72,207.24,0.41,0.0
64.68,7.2,204.0,0.32,0.0
66.33,9.75,201.3,0.31,0.0
63.85,8.63,196.04,0.4,0.0
67.44,6.77,195.16,0.28,0.0
71.66,8.63,206.38,0.24,0.0
65.02,10.12,202.33,0.42,0.0
72.61,10.07,192.65,0.39,0.0
67.98,9.44,212.05,0.35,0.0
65.2,7.67,210.16,0.22,0.0
54.79,8.24,220.75,0.29,0.0
68.8,5.82,207.47,0.4,0.0
65.72,9.12,211.29,0.17,0.0
68.76,9.33,216.61,0.46,0.0
67.4,7.65,198.49,0.28,0.0
64.62,6.7,204.18,0.31,0.0
67.77,8.6,219.48,0.29,0.0
105.05,17.64,190.61,0.95,1.0
61.0,9.0,215.34,0.42,0.0
60.61,10.08,202.74,0.41,0.0
61.65,7.49,203.93,0.32,0.0
64.43,8.91,215.52,0.36,0.0
65.57,8.2,190.77,0.17,0.0
106.74,16.61,208.91,0.79,1.0
63.05,6.9,197.36,0.29,0.0
63.69,9.6,197.42,0.26,0.0
63.31,9.04,207.15,0.34,0.0
66.07,8.75,195.29,0.18,0.0
66.31,7.89,186.11,0.35,0.0
104.53,16.7,164.24,0.78,1.0
63.53,6.82,193.6,0.22,0.0
68.87,7.06,212.01,0.29,0.0
71.79,7.69,216.57,0.27,0.0
70.11,9.66,202.12,0.31,0.0
69.77,8.22,201.18,0.24,0.0
72.63,9.65,209.57,0.29,0.0
71.46,8.82,207.66,0.27,0.0
65.8,9.74,204.61,0.36,0.0
66.64,7.89,209.05,0.36,0.0
75.77,8.05,202.66,0.26,0.0
57.86,7.69,199.5,0.4,0.0
64.83,9.26,197.56,0.44,0.0
70.12,8.36,208.51,0.23,0.0
70.88,7.8,207.93,0.34,0.0
103.89,19.38,196.79,0.86,1.0
63.53,7.13,199.23,0.37,0.0
60.96,6.65,206.59,0.28,0.0
